num_walkers,throughput_Mps,wire_met
1,3.3333333333333335,False
2,6.666439118878076,False
3,9.998238310409706,False
4,13.330603225792691,False
5,16.660979718922608,False
6,19.987959253345785,False
7,23.31649105462821,False
8,24.39477776113512,True
9,24.39477776113512,True
10,24.39477776113512,True
11,24.39477776113512,True
12,24.39477776113512,True
